item_weight,item_fat_content,item_visibility,item_type,item_mrp,outlet_establishment_year,outlet_size,outlet_location_type,outlet_type,item_outlet_sales,time_operating,item_category_short
12.792854228644284,0,0.035737373,5,260.6278,1985.0,2,1,4,9371.8008,28.0,1
11.6,2,0.079376029,4,81.7276,2007.0,2,2,2,1949.4624,6.0,1
14.35,2,0.091054989,4,231.8984,1999.0,2,3,2,4633.968,14.0,1
13.15,0,0.043852434,12,182.695,2002.0,2,2,2,4211.185,11.0,1
10.895,2,0.009620042,3,121.673,2004.0,1,2,2,1970.768,9.0,1
10.1,1,0.054939848,7,199.5084,2007.0,2,2,2,3372.9428,6.0,2
18.7,0,0.014675574,13,50.8324,2007.0,2,2,2,934.7832,6.0,0
12.15,1,0.14526636,7,224.0404,1999.0,2,3,2,3375.606,14.0,2
10.195,2,0.146662938,4,138.6838,1997.0,1,3,2,2388.2246,16.0,1
8.575,2,0.071786706,3,193.3794,1987.0,3,1,2,780.3176,26.0,1
16.5,2,0.133424184,5,102.2332,1998.0,2,1,1,102.5332,15.0,1
9.065,0,0.115799592,4,95.3094,2009.0,2,1,3,1713.7692,4.0,1
16.6,1,0.027579198,8,178.7344,1997.0,1,3,2,1605.9096,16.0,2
11.6,2,0.241055611,3,238.5222,1998.0,2,1,1,717.0666,15.0,1
19.5,1,0.014332439,8,57.1614,2009.0,2,1,3,1381.535,4.0,2
16.6,1,0.027133398,7,106.2596,1998.0,2,1,1,215.7192,15.0,2
11.85,0,0.132876847,3,98.0726,1999.0,2,3,2,1076.5986,14.0,0
12.85,0,0.03315162,12,170.6422,1987.0,3,1,2,2931.5174,26.0,1
9.0,1,0.019536981,8,170.0474,1999.0,2,3,2,4211.185,14.0,2
5.655,0,0.085258864,5,165.85,2004.0,1,2,2,1830.95,9.0,1
8.93,1,0.013179388,8,55.1614,1997.0,1,3,2,939.4438,16.0,2
15.2,1,0.033592687,8,108.1912,2004.0,1,2,2,1856.2504,9.0,2
7.655,0,0.05346916,2,114.1492,1998.0,2,1,1,115.8492,15.0,1
12.792854228644284,0,0.126831854,2,209.027,1985.0,2,1,4,4613.994,28.0,1
15.5,0,0.103603094,12,143.547,1999.0,2,3,2,1431.47,14.0,1
18.7,0,0.104840884,4,122.1072,1999.0,2,3,2,490.0288,14.0,1
9.5,0,0.042056944,13,31.89,2009.0,2,1,3,366.19,4.0,0
13.65,0,0.040049609,4,34.4558,2007.0,2,2,2,611.2044,6.0,1
19.5,2,0.03075661,2,86.254,2002.0,2,2,2,2163.85,11.0,1
8.71,0,0.06595278007399324,2,46.5376,1987.0,3,1,2,575.2512,26.0,1
12.792854228644284,2,0.03941584,3,247.8092,1985.0,1,3,1,498.0184,28.0,1
19.6,0,0.024363939,3,46.3718,2007.0,2,2,2,661.8052,6.0,0
12.792854228644284,2,0.131443921,5,189.1872,1985.0,2,1,4,5294.4416,28.0,1
11.8,1,0.058725131,7,82.3618,2004.0,1,2,2,1208.427,9.0,2
6.715,2,0.122274118,0,40.3454,2007.0,2,2,2,838.908,6.0,1
19.1,1,0.067239404,8,39.6796,1987.0,3,1,2,660.4736,26.0,2
20.7,0,0.021464454,0,156.6288,1999.0,2,3,2,3928.22,14.0,1
10.195,0,0.112681821,6,113.986,2009.0,2,1,3,452.744,4.0,0
20.2,2,0.039469737,1,155.163,2007.0,2,2,2,782.315,6.0,1
10.8,0,0.061101383,13,151.9024,1997.0,1,3,2,2580.6408,16.0,0
19.75,1,0.014359584,8,100.8332,2009.0,2,1,3,1537.998,4.0,2
19.35,0,0.016637301,4,120.9098,1999.0,2,3,2,1687.1372,14.0,1
7.405,0,0.159843921,3,206.6296,2009.0,2,1,3,3115.944,4.0,1
15.25,1,0.061308889,8,128.8968,2002.0,2,2,2,2348.9424,11.0,2
12.792854228644284,1,0.055566935,8,263.591,1985.0,1,3,1,262.991,28.0,2
8.895,0,0.026397141,4,207.8954,2002.0,2,2,2,3542.7218,11.0,1
18.75,1,0.034307348,8,215.2218,1997.0,1,3,2,4701.8796,16.0,2
20.1,0,0.074627201,3,110.3228,1997.0,1,3,2,1768.3648,16.0,1
12.35,1,0.041973712,7,35.7216,2007.0,2,2,2,519.324,6.0,2
16.85,2,0.080015028,12,111.8544,2009.0,2,1,3,1677.816,4.0,1
18.25,0,0.10084386,14,166.3526,1998.0,2,1,1,164.4526,15.0,1
17.0,0,0.055519561,3,219.8114,1999.0,2,3,2,1108.557,14.0,1
12.792854228644284,2,0.012203915,12,133.2284,1985.0,2,1,4,4350.3372,28.0,1
14.3,0,0.130946374,0,76.7328,2009.0,2,1,3,1312.9576,4.0,1
17.6,2,0.041381156,12,35.019,1997.0,1,3,2,659.142,16.0,1
12.792854228644284,2,0.04586701,4,37.9506,1985.0,2,1,4,910.8144,28.0,1
20.25,0,0.036474041,3,218.3482,2009.0,2,1,3,2409.5302,4.0,0
18.0,0,0.039231652,12,145.1418,2007.0,2,2,2,2648.5524,6.0,1
16.35,1,0.013393537,10,106.028,2002.0,2,2,2,1065.28,11.0,2
14.0,2,0.031444357,2,53.764,2007.0,2,2,2,798.96,6.0,1
5.78,0,0.014555066,13,145.2102,1997.0,1,3,2,3062.0142,16.0,0
21.0,0,0.082526478,12,191.8478,1998.0,2,1,1,774.9912,15.0,1
13.65,2,0.080765853,4,262.8936,1999.0,2,3,2,4958.8784,14.0,1
12.3,2,0.17797002,5,173.1396,1998.0,2,1,1,697.7584,15.0,1
12.35,2,0.03382933,9,196.9426,2002.0,2,2,2,2768.3964,11.0,1
11.8,0,0.11397026,13,185.1924,2007.0,2,2,2,2591.2936,6.0,0
19.7,0,0.038729457,6,127.3362,2004.0,1,2,2,755.0172,9.0,0
10.1,0,0.032075379,2,50.9008,1987.0,3,1,2,354.2056,26.0,1
12.792854228644284,0,0.196490902,2,120.544,1985.0,1,3,1,479.376,28.0,1
17.85,0,0.146305498,0,94.1436,1987.0,3,1,2,1607.2412,26.0,1
20.7,1,0.026877471,8,74.6354,1987.0,3,1,2,1053.2956,26.0,2
8.89,0,0.005474515,4,99.7016,1997.0,1,3,2,1922.8304,16.0,1
14.5,0,0.064048405,2,153.4682,2004.0,1,2,2,1677.1502,9.0,1
9.0,1,0.032203667,8,100.8016,2007.0,2,2,2,1113.2176,6.0,2
13.35,0,0.017857847,3,77.5012,2009.0,2,1,3,1518.024,4.0,0
6.675,0,0.041921462,12,92.3462,1997.0,1,3,2,2406.2012,16.0,1
10.3,2,0.024875871,0,173.0422,1987.0,3,1,2,2069.3064,26.0,1
12.792854228644284,2,0.028139761,2,173.7422,1985.0,2,1,4,3621.2862,28.0,1
17.1,2,0.073997843,5,207.0638,1987.0,3,1,2,4969.5312,26.0,1
14.15,0,0.020798905,5,123.6046,2009.0,2,1,3,1245.046,4.0,1
10.8,0,0.052363244,13,236.5564,2007.0,2,2,2,5243.8408,6.0,0
8.5,0,0.098283459,2,51.3324,2009.0,2,1,3,934.7832,4.0,1
6.215,0,0.012138795,5,39.2848,1987.0,3,1,2,521.9872,26.0,1
17.5,0,0.06595278007399324,12,253.0356,2004.0,1,2,2,4578.0408,9.0,1
20.7,0,0.042923652,3,178.3028,2002.0,2,2,2,1062.6168,11.0,1
8.975,2,0.009058845,2,103.399,1997.0,1,3,2,2579.975,16.0,1
20.5,2,0.032136417,4,83.9592,1998.0,2,1,1,165.1184,15.0,1
13.65,0,0.065898197,4,46.1402,2009.0,2,1,3,459.402,4.0,1
13.1,0,0.075731322,3,167.5158,2002.0,2,2,2,1504.0422,11.0,1
4.615,2,0.101812521,2,232.23,2004.0,1,2,2,5126.66,9.0,1
12.3,2,0.106327251,5,172.8396,1997.0,1,3,2,2616.594,16.0,1
12.792854228644284,1,0.080933328,10,37.519,1985.0,2,1,4,842.237,28.0,2
19.2,0,0.100055601,4,112.4886,2004.0,1,2,2,1223.0746,9.0,1
20.1,2,0.054540159,4,152.1366,1999.0,2,3,2,755.683,14.0,1
11.5,2,0.037723476,12,109.5254,2009.0,2,1,3,1953.4572,4.0,1
9.3,0,0.14897741,2,143.0786,1998.0,2,1,1,288.9572,15.0,1
15.2,2,0.104201019,5,176.5054,2009.0,2,1,3,2976.7918,4.0,1
12.65,2,0.076198809,4,191.3846,2002.0,2,2,2,2675.1844,11.0,1
11.1,0,0.010639596,2,84.1908,2004.0,1,2,2,755.0172,9.0,1
12.792854228644284,1,0.025039776,8,102.7332,1985.0,1,3,1,410.1328,28.0,2
12.792854228644284,0,0.086326707,12,192.6478,1985.0,1,3,1,387.4956,28.0,1
19.2,1,0.041220035,8,131.231,2004.0,1,2,2,3635.268,9.0,2
19.75,0,0.01247354,5,187.5872,2002.0,2,2,2,1323.6104,11.0,1
6.135,0,0.079132212,13,112.686,2002.0,2,2,2,2942.836,11.0,0
12.5,0,0.020693809,0,199.1742,2004.0,1,2,2,4379.6324,9.0,1
7.235,0,0.10016525,12,193.9452,2002.0,2,2,2,2936.178,11.0,1
15.85,0,0.057302606,12,53.3956,2004.0,1,2,2,600.5516,9.0,1
9.895,2,0.048761046,4,260.5278,2002.0,2,2,2,8851.1452,11.0,1
20.75,0,0.06595278007399324,13,153.0024,2004.0,1,2,2,2428.8384,9.0,0
10.8,0,0.052149675,13,239.9564,1999.0,2,3,2,3813.7024,14.0,0
8.76,1,0.050130529,7,128.3336,1999.0,2,3,2,2556.672,14.0,2
16.1,2,0.024987903,5,97.341,1999.0,2,3,2,1255.033,14.0,1
7.1,0,0.109990885,5,172.908,2004.0,1,2,2,2769.728,9.0,1
19.35,2,0.049736267,5,76.8644,2002.0,2,2,2,1571.288,11.0,1
16.7,2,0.117026714,0,189.2214,1998.0,2,1,1,188.4214,15.0,1
9.5,2,0.035121963,5,168.6448,1987.0,3,1,2,1022.6688,26.0,1
8.43,0,0.017311312,13,197.8768,1987.0,3,1,2,3744.4592,26.0,0
14.15,1,0.008811818,8,196.511,2002.0,2,2,2,2749.754,11.0,2
5.44,0,0.025583714,3,239.1538,2009.0,2,1,3,480.7076,4.0,1
7.35,2,0.014353174,5,242.6512,1987.0,3,1,2,969.4048,26.0,1
12.792854228644284,2,0.054220618,0,129.131,1985.0,2,1,4,4933.578,28.0,1
20.1,2,0.054410179,4,151.3366,1987.0,3,1,2,2720.4588,26.0,1
12.0,0,0.033974436,2,181.8976,1997.0,1,3,2,4527.44,16.0,1
21.25,0,0.009996872,9,185.5608,2004.0,1,2,2,3123.9336,9.0,1
8.3,2,0.030212499,0,98.0384,2002.0,2,2,2,2857.6136,11.0,1
10.1,0,0.027217468,9,76.067,2007.0,2,2,2,1454.773,6.0,1
14.15,0,0.038123176,14,123.5046,2007.0,2,2,2,1992.0736,6.0,1
9.0,0,0.079506434,2,78.3644,2002.0,2,2,2,1728.4168,11.0,1
12.15,0,0.021811987,0,163.6184,2009.0,2,1,3,2311.6576,4.0,1
12.792854228644284,0,0.082150145,3,192.9504,1985.0,2,1,4,7478.2656,28.0,1
12.792854228644284,0,0.036012919,12,148.0734,1985.0,1,3,1,593.8936,28.0,1
20.0,2,0.028167478,5,45.5744,1999.0,2,3,2,452.744,14.0,1
6.71,2,0.029560451,0,65.8142,1997.0,1,3,2,856.8846,16.0,1
12.792854228644284,0,0.039631495,4,31.9558,1985.0,2,1,4,984.7182,28.0,1
7.365,0,0.04280099,5,228.372,2007.0,2,2,2,2037.348,6.0,1
7.935,0,0.017141985,3,50.035,1987.0,3,1,2,149.805,26.0,1
12.6,0,0.056394771,11,51.3982,2007.0,2,2,2,473.3838,6.0,1
17.6,0,0.056379439,4,42.7454,1999.0,2,3,2,293.6178,14.0,1
19.0,1,0.129534812,8,190.1872,1999.0,2,3,2,5105.3544,14.0,2
7.5,1,0.036439878,7,175.3028,2007.0,2,2,2,3010.7476,6.0,2
13.35,0,0.06595278007399324,3,77.6012,1997.0,1,3,2,986.7156,16.0,0
8.6,1,0.090191431,8,112.9176,1997.0,1,3,2,458.0704,16.0,2
12.792854228644284,0,0.30374337,12,196.011,1985.0,1,3,1,589.233,28.0,1
10.5,2,0.022590318,12,140.6154,1998.0,2,1,1,283.6308,15.0,1
9.0,0,0.082011521,4,213.3534,1997.0,1,3,2,1935.4806,16.0,1
4.61,0,0.122843005,6,172.4396,1999.0,2,3,2,1569.9564,14.0,0
10.895,2,0.05432142,4,146.2102,1998.0,2,1,1,437.4306,15.0,1
17.6,0,0.049144165,12,112.7176,1999.0,2,3,2,1717.764,14.0,1
11.65,0,0.040577878,5,188.224,1999.0,2,3,2,1304.968,14.0,1
19.1,1,0.067400032,8,41.9796,1999.0,2,3,2,784.3124,14.0,2
17.2,2,0.012036432,2,165.7184,2002.0,2,2,2,1816.3024,11.0,1
16.5,0,0.073977473,2,206.8638,2002.0,2,2,2,2070.638,11.0,1
15.6,0,0.143396175,1,128.0994,2002.0,2,2,2,2184.4898,11.0,1
9.0,1,0.03201648,8,99.6016,2004.0,1,2,2,1922.8304,9.0,2
15.0,0,0.058346234,12,44.0744,1987.0,3,1,2,633.8416,26.0,1
12.792854228644284,0,0.14571827,0,94.3436,1985.0,2,1,4,2269.0464,28.0,1
12.792854228644284,0,0.055806016,11,52.4982,1985.0,2,1,4,1209.7586,28.0,1
6.195,0,0.072097449,12,119.3098,1999.0,2,3,2,1205.098,14.0,1
20.2,2,0.117543713,0,197.311,1999.0,2,3,2,3338.987,14.0,1
20.7,0,0.048718334,5,38.7506,1987.0,3,1,2,227.7036,26.0,1
20.25,1,0.0591756,8,245.046,2009.0,2,1,3,4680.574,4.0,2
7.655,0,0.031918284,2,117.7492,1987.0,3,1,2,695.0952,26.0,1
12.792854228644284,2,0.095587976,5,193.982,1985.0,1,3,1,579.246,28.0,1
5.92,2,0.019308607,13,49.0692,2007.0,2,2,2,1478.076,6.0,0
18.75,0,0.023974769,3,99.0042,2007.0,2,2,2,694.4294,6.0,0
9.395,2,0.100602552,0,88.3856,2002.0,2,2,2,703.0848,11.0,1
13.35,0,0.091189915,12,149.3708,2004.0,1,2,2,4514.124,9.0,1
12.792854228644284,2,0.077480627,9,101.399,1985.0,1,3,1,206.398,28.0,1
19.2,1,0.129731747,8,196.211,1998.0,2,1,1,589.233,15.0,2
19.0,2,0.103363904,5,226.172,1987.0,3,1,2,3169.208,26.0,1
14.15,0,0.020714523,5,124.2046,1997.0,1,3,2,2490.092,16.0,1
20.85,2,0.062212713,0,88.1514,2004.0,1,2,2,1151.1682,9.0,1
8.63,0,0.031271134,12,186.0582,2007.0,2,2,2,3900.9222,6.0,1
16.7,1,0.026729068,8,248.4776,2009.0,2,1,3,6439.6176,4.0,2
7.895,2,0.094567181,1,104.5332,1997.0,1,3,2,1845.5976,16.0,1
7.72,0,0.05193741,5,77.9986,1987.0,3,1,2,934.7832,26.0,1
5.615,1,0.126480422,7,121.573,2007.0,2,2,2,3202.498,6.0,2
7.05,2,0.055644887,0,224.9088,1999.0,2,3,2,2684.5056,14.0,1
14.35,1,0.028519419,7,109.2228,1998.0,2,1,1,221.0456,15.0,2
8.52,0,0.027101431,13,151.7682,1999.0,2,3,2,2439.4912,14.0,0
7.645,2,0.067083367,12,44.0112,2007.0,2,2,2,596.5568,6.0,1
12.1,0,0.020652362,12,149.5734,2009.0,2,1,3,2227.101,4.0,1
14.8,0,0.081042136,9,192.4846,1997.0,1,3,2,5159.2842,16.0,1
20.75,0,0.021336565,13,153.6024,2009.0,2,1,3,1366.2216,4.0,0
10.8,0,0.029001987,12,238.6222,2002.0,2,2,2,8604.7992,11.0,1
18.35,0,0.069745165,6,190.2872,1998.0,2,1,1,378.1744,15.0,0
13.5,2,0.068148886,3,58.6562,2009.0,2,1,3,711.0744,4.0,1
20.5,1,0.144094079,8,34.819,2007.0,2,2,2,1061.951,6.0,2
12.35,2,0.186616421,0,78.6328,2009.0,2,1,3,1004.0264,4.0,1
8.895,0,0.105323859,3,39.1138,2002.0,2,2,2,609.207,11.0,0
16.7,0,0.022110425,3,110.8886,2002.0,2,2,2,3558.0352,11.0,1
16.2,0,0.019374768,13,155.8972,2004.0,1,2,2,2025.3636,9.0,0
7.26,0,0.014482278,9,118.115,2009.0,2,1,3,1864.24,4.0,1
6.65,0,0.087805788,5,126.7678,1999.0,2,3,2,1907.517,14.0,1
13.35,0,0.048027043,0,218.9166,1997.0,1,3,2,5660.6316,16.0,1
17.35,0,0.055908268,0,99.8016,2004.0,1,2,2,607.2096,9.0,1
12.792854228644284,0,0.048522793,5,39.6506,1985.0,2,1,4,1024.6662,28.0,1
5.46,2,0.032359413,2,187.424,2007.0,2,2,2,3169.208,6.0,1
18.25,0,0.088807455,4,197.3452,2004.0,1,2,2,2740.4328,9.0,1
8.185,0,0.046556408,5,47.7692,1999.0,2,3,2,640.4996,14.0,1
7.5,0,0.050750977,2,122.2072,1997.0,1,3,2,1960.1152,16.0,1
12.65,0,0.035404052,0,230.601,2004.0,1,2,2,2067.309,9.0,1
14.3,0,0.130390458,0,77.2328,2004.0,1,2,2,231.6984,9.0,1
17.85,0,0.074422769,12,128.002,1998.0,2,1,1,253.004,15.0,1
6.425,0,0.105742544,1,130.5626,1998.0,2,1,1,131.1626,15.0,1
6.825,2,0.046729336,2,153.4998,2002.0,2,2,2,2153.1972,11.0,1
12.792854228644284,0,0.073470234,2,205.3638,1985.0,2,1,4,5383.6588,28.0,1
20.25,1,0.058886477,8,245.546,1987.0,3,1,2,1724.422,26.0,2
19.2,1,0.18293775,10,243.0196,1999.0,2,3,2,3615.294,14.0,2
17.7,1,0.020993364,8,166.8474,1998.0,2,1,1,168.4474,15.0,2
9.695,2,0.029223424,2,175.437,2002.0,2,2,2,2999.429,11.0,1
12.792854228644284,0,0.068489201,2,259.3278,1985.0,2,1,4,4165.2448,28.0,1
7.75,0,0.043326511,0,95.6436,2002.0,2,2,2,1134.5232,11.0,1
12.792854228644284,0,0.136532569,6,159.6578,1985.0,2,1,4,2888.2404,28.0,0
19.75,2,0.018051091,4,179.866,1999.0,2,3,2,2696.49,14.0,1
5.325,2,0.23212188,3,55.5298,1998.0,2,1,1,53.9298,15.0,1
12.792854228644284,2,0.057620562,12,115.4518,1985.0,1,3,1,113.8518,28.0,1
12.792854228644284,1,0.045865089,7,152.3682,1985.0,2,1,4,2287.023,28.0,2
12.792854228644284,2,0.021002171,2,185.1924,1985.0,1,3,1,555.2772,28.0,1
6.71,2,0.029727657,0,66.6142,2007.0,2,2,2,1120.5414,6.0,1
14.35,0,0.080527065,0,79.296,1987.0,3,1,2,719.064,26.0,1
15.2,1,0.06595278007399324,7,47.8034,1999.0,2,3,2,437.4306,14.0,2
5.82,2,0.06595278007399324,5,256.633,1999.0,2,3,2,2050.664,14.0,1
5.59,2,0.056833394,12,61.9168,2009.0,2,1,3,1214.4192,4.0,1
18.5,2,0.062256921,4,148.0418,1997.0,1,3,2,2059.9852,16.0,1
12.792854228644284,2,0.089512542,12,133.1626,1985.0,2,1,4,3672.5528,28.0,1
14.0,2,0.060427062,4,153.5656,1997.0,1,3,2,3089.312,16.0,1
7.605,0,0.216323008,5,165.021,1998.0,2,1,1,815.605,15.0,1
12.792854228644284,1,0.135612397,7,61.1536,1985.0,1,3,1,61.2536,28.0,2
9.6,0,0.085125951,0,107.128,2002.0,2,2,2,1278.336,11.0,1
17.7,2,0.122565413,9,103.8674,2007.0,2,2,2,1528.011,6.0,1
15.7,0,0.06595278007399324,6,43.377,1998.0,2,1,1,129.831,15.0,0
13.65,1,0.077670981,7,55.093,2007.0,2,2,2,1301.639,6.0,2
14.6,2,0.043201813,5,110.1254,2007.0,2,2,2,1844.9318,6.0,1
15.6,0,0.088215871,12,220.1798,2007.0,2,2,2,5068.7354,6.0,1
20.25,0,0.036295834,3,217.5482,1987.0,3,1,2,1095.241,26.0,0
8.02,0,0.186528819,12,151.9998,1998.0,2,1,1,307.5996,15.0,1
18.35,0,0.099026525,5,93.8462,1987.0,3,1,2,1295.6468,26.0,1
16.6,0,0.06595278007399324,2,118.8124,1997.0,1,3,2,2607.2728,16.0,1
10.0,2,0.063162608,4,228.6668,2004.0,1,2,2,3455.502,9.0,1
16.1,2,0.063429818,3,179.4318,1999.0,2,3,2,2345.6134,14.0,1
13.0,2,0.139785104,2,196.2426,1998.0,2,1,1,197.7426,15.0,1
16.1,2,0.04807227,4,126.5362,2007.0,2,2,2,1761.7068,6.0,1
19.0,0,0.112097433,4,105.5622,1999.0,2,3,2,1905.5196,14.0,1
17.6,0,0.010037996,12,163.5552,2004.0,1,2,2,3086.6488,9.0,1
6.32,0,0.012789884,9,39.1822,2007.0,2,2,2,1060.6194,6.0,1
9.3,2,0.033431669,9,153.1314,2004.0,1,2,2,4653.942,9.0,1
11.1,2,0.03623131,4,175.0712,2007.0,2,2,2,3339.6528,6.0,1
12.792854228644284,0,0.086360962,6,151.2682,1985.0,2,1,4,2439.4912,28.0,0
6.15,0,0.046232445,0,99.4384,1987.0,3,1,2,1379.5376,26.0,1
20.85,0,0.097618234,14,223.9746,1997.0,1,3,2,897.4984,16.0,1
17.1,2,0.046808553,2,141.4838,1997.0,1,3,2,1404.838,16.0,1
13.15,2,0.03810738,12,86.3856,2009.0,2,1,3,615.1992,4.0,1
16.5,2,0.093846532,0,95.7068,2004.0,1,2,2,1069.2748,9.0,1
11.65,0,0.040744057,5,185.924,2007.0,2,2,2,4101.328,6.0,1
13.15,0,0.022831052,5,160.292,1999.0,2,3,2,4793.76,14.0,1
19.35,2,0.076878416,12,113.9518,1999.0,2,3,2,1138.518,14.0,1
19.35,2,0.021501067,5,122.2098,2002.0,2,2,2,2771.7254,11.0,1
16.5,2,0.07964724,5,101.4332,1987.0,3,1,2,1948.1308,26.0,1
21.35,0,0.068809463,2,258.5278,2004.0,1,2,2,5206.556,9.0,1
16.0,2,0.115570552,5,57.5246,2004.0,1,2,2,173.7738,9.0,1
20.5,1,0.143164371,8,34.919,1987.0,3,1,2,73.238,26.0,2
19.75,2,0.018008071,4,180.466,1987.0,3,1,2,3415.554,26.0,1
17.6,1,0.015775777,8,179.1976,2007.0,2,2,2,3803.0496,6.0,2
4.615,2,0.102407778,2,234.33,2007.0,2,2,2,3961.51,6.0,1
5.88,0,0.003606726,6,154.1998,2009.0,2,1,3,1384.1982,4.0,0
11.8,2,0.093801337,12,126.0704,1999.0,2,3,2,1251.704,14.0,1
17.35,0,0.06595278007399324,0,101.9016,1987.0,3,1,2,1821.6288,26.0,1
12.35,2,0.033760862,9,196.9426,1997.0,1,3,2,5141.3076,16.0,1
12.792854228644284,0,0.031131455,5,111.0228,1985.0,2,1,4,3205.1612,28.0,1
9.0,0,0.082177842,4,214.1534,2002.0,2,2,2,1720.4272,11.0,1
6.235,1,0.118858866,8,263.291,1999.0,2,3,2,3418.883,14.0,2
9.6,0,0.06595278007399324,12,244.817,2004.0,1,2,2,4374.306,9.0,1
16.75,0,0.105448901,12,156.163,2007.0,2,2,2,782.315,6.0,1
17.1,2,0.046881328,2,141.3838,1999.0,2,3,2,1685.8056,14.0,1
6.825,2,0.078057026,2,154.5998,1998.0,2,1,1,153.7998,15.0,1
6.78,2,0.140955857,0,92.212,2007.0,2,2,2,4101.328,6.0,1
16.0,2,0.107186944,0,181.9634,2009.0,2,1,3,3453.5046,4.0,1
15.0,0,0.153960209,14,105.9938,2004.0,1,2,2,1179.1318,9.0,1
7.39,1,0.093160853,8,251.3066,2009.0,2,1,3,1004.0264,4.0,2
17.6,0,0.05629192,4,42.5454,1997.0,1,3,2,419.454,16.0,1
12.65,2,0.15604396,5,239.6538,1997.0,1,3,2,3845.6608,16.0,1
17.85,0,0.044463491,12,127.102,1997.0,1,3,2,2024.032,16.0,1
11.15,2,0.00827301,3,150.4708,1987.0,3,1,2,1956.1204,26.0,1
15.7,0,0.030697825,6,42.877,2004.0,1,2,2,1168.479,9.0,0
14.65,1,0.06595278007399324,10,56.4614,1998.0,2,1,1,55.2614,15.0,2
12.792854228644284,0,0.101281,3,55.0956,1985.0,2,1,4,2020.0372,28.0,1
18.25,0,0.012300013,5,160.4894,2002.0,2,2,2,3073.9986,11.0,1
20.7,2,0.06595278007399324,0,98.7042,2007.0,2,2,2,1884.8798,6.0,1
15.85,0,0.057313443,12,53.3956,1997.0,1,3,2,1364.89,16.0,1
6.575,2,0.075625152,0,145.7444,1999.0,2,3,2,3193.1768,14.0,1
17.75,1,0.030568919,10,177.866,2002.0,2,2,2,2336.958,11.0,2
12.792854228644284,0,0.198424841,13,185.2924,1985.0,1,3,1,370.1848,28.0,0
12.792854228644284,2,0.029578726,3,143.5786,1985.0,2,1,4,3756.4436,28.0,1
12.792854228644284,0,0.213125482,12,44.9428,1985.0,1,3,1,175.7712,28.0,1
16.7,2,0.120137953,5,181.2976,2007.0,2,2,2,3078.6592,6.0,1
10.85,1,0.028679894,8,115.1808,1997.0,1,3,2,2109.2544,16.0,2
10.0,0,0.099804623,12,113.7544,1999.0,2,3,2,3243.7776,14.0,1
13.65,2,0.044526443,9,37.9532,1998.0,2,1,1,71.9064,15.0,1
19.0,2,0.162882227,4,46.8718,1998.0,2,1,1,189.0872,15.0,1
9.6,2,0.022404493,0,102.499,2007.0,2,2,2,2579.975,6.0,1
12.0,0,0.075975642,0,124.1388,2007.0,2,2,2,1486.0656,6.0,1
5.925,2,0.09644909,3,43.8086,2004.0,1,2,2,312.2602,9.0,1
13.0,1,0.041816615,8,254.5014,2004.0,1,2,2,4845.0266,9.0,2
8.18,2,0.082867689,4,58.5588,2007.0,2,2,2,171.7764,6.0,1
12.8,0,0.076214289,5,96.541,2002.0,2,2,2,1834.279,11.0,1
19.2,0,0.124301968,2,89.7488,2002.0,2,2,2,2082.6224,11.0,1
14.5,2,0.097201128,12,159.4262,1997.0,1,3,2,2705.1454,16.0,1
5.19,0,0.042861968,4,196.811,2007.0,2,2,2,3731.809,6.0,1
13.3,2,0.0713931,5,61.0536,1987.0,3,1,2,1592.5936,26.0,1
19.6,1,0.041256807,8,88.8514,1987.0,3,1,2,2125.2336,26.0,2
17.75,0,0.034746076,3,248.275,2004.0,1,2,2,998.7,9.0,1
12.35,0,0.093441604,12,119.1124,1999.0,2,3,2,3673.8844,14.0,1
14.35,1,0.017024598,7,109.8228,1987.0,3,1,2,2099.9332,26.0,2
6.365,0,0.007363189,4,63.2536,2002.0,2,2,2,1225.072,11.0,1
12.792854228644284,0,0.014484582,13,143.9102,1985.0,2,1,4,3062.0142,28.0,0
12.792854228644284,2,0.011937183,2,184.7924,1985.0,2,1,4,4442.2176,28.0,1
14.75,1,0.032862976,7,238.6906,1987.0,3,1,2,4278.4308,26.0,2
12.15,0,0.015484763,4,211.9928,1999.0,2,3,2,631.1784,14.0,1
6.59,1,0.026163192,8,121.5098,1987.0,3,1,2,602.549,26.0,2
12.6,2,0.073920438,3,255.6356,1997.0,1,3,2,2797.6916,16.0,1
12.792854228644284,0,0.086352403,5,149.8734,1985.0,1,3,1,445.4202,28.0,1
12.792854228644284,1,0.03976832,10,83.9908,1985.0,2,1,4,2348.9424,28.0,2
12.792854228644284,2,0.015950066,0,47.7402,1985.0,2,1,4,1975.4286,28.0,1
12.792854228644284,2,0.082002559,4,59.2588,1985.0,2,1,4,1374.2112,28.0,1
7.325,0,0.093307668,5,92.7146,1987.0,3,1,2,2006.7212,26.0,1
12.792854228644284,0,0.143199389,0,175.837,1985.0,1,3,1,352.874,28.0,1
15.1,2,0.019965179,4,130.531,1999.0,2,3,2,908.817,14.0,1
12.792854228644284,2,0.116108797,0,164.121,1985.0,2,1,4,6035.477,28.0,1
8.51,2,0.078339081,12,172.9422,1987.0,3,1,2,1379.5376,26.0,1
12.792854228644284,0,0.237651344,5,170.2106,1985.0,1,3,1,171.1106,28.0,1
20.35,2,0.031102571,3,257.2672,2007.0,2,2,2,2045.3376,6.0,1
17.85,1,0.018097419,7,96.9094,2009.0,2,1,3,1332.9316,4.0,2
